number,state,value,datetime_start,datetime_complete,duration_seconds,param_alignment.n_components,param_encoding.ridge_alpha,user_attrs_json
20,COMPLETE,0.157557745775,2026-06-03T17:15:41.988933,2026-06-03T17:16:31.212994,49.224061,45,24177.815686614307,"{""fold_scores"": {""1"": 0.15943604707717896, ""2"": 0.13596856594085693, ""3"": 0.1330416202545166, ""4"": 0.1378602534532547, ""5"": 0.24664972722530365, ""6"": 0.13239026069641113}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.1303288936615}"
21,COMPLETE,0.157468877733,2026-06-03T17:16:31.233448,2026-06-03T17:17:20.487298,49.25385,45,28836.18247232665,"{""fold_scores"": {""1"": 0.15933379530906677, ""2"": 0.13593077659606934, ""3"": 0.1326293647289276, ""4"": 0.13792048394680023, ""5"": 0.24677830934524536, ""6"": 0.1322205364704132}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.16260075569153}"
22,PRUNED,0.160883489251,2026-06-03T17:17:20.503430,2026-06-03T17:18:01.468760,40.96533,60,303.2440513272129,"{""fold_scores"": {""1"": 0.15512040257453918, ""2"": 0.13193771243095398, ""3"": 0.13131490349769592, ""4"": 0.1383010298013687, ""5"": 0.2477433979511261}, ""pruned_after_fold"": 5}"
23,COMPLETE,0.157022811472,2026-06-03T17:18:01.484909,2026-06-03T17:18:50.812108,49.327199,35,3259.004441403797,"{""fold_scores"": {""1"": 0.15687821805477142, ""2"": 0.1337416172027588, ""3"": 0.13279765844345093, ""4"": 0.1379668265581131, ""5"": 0.24791009724140167, ""6"": 0.13284245133399963}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.23521828651428}"
24,COMPLETE,0.157471979658,2026-06-03T17:18:50.827445,2026-06-03T17:19:40.137038,49.309593,95,28047.884854309876,"{""fold_scores"": {""1"": 0.15931087732315063, ""2"": 0.1359119713306427, ""3"": 0.13266737759113312, ""4"": 0.13800546526908875, ""5"": 0.24676139652729034, ""6"": 0.1321747899055481}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.21770358085632}"
25,COMPLETE,0.157581182818,2026-06-03T17:19:40.152182,2026-06-03T17:20:29.322029,49.169847,75,18377.042682861862,"{""fold_scores"": {""1"": 0.1594066619873047, ""2"": 0.13552707433700562, ""3"": 0.13318964838981628, ""4"": 0.13764888048171997, ""5"": 0.24707376956939697, ""6"": 0.13264106214046478}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.07743763923645}"
26,PRUNED,0.16102001965,2026-06-03T17:20:29.342948,2026-06-03T17:21:10.318131,40.975183,80,769.3000877699861,"{""fold_scores"": {""1"": 0.15535564720630646, ""2"": 0.13238182663917542, ""3"": 0.13178573548793793, ""4"": 0.13787025213241577, ""5"": 0.24770663678646088}, ""pruned_after_fold"": 5}"
27,COMPLETE,0.157558811208,2026-06-03T17:21:10.330595,2026-06-03T17:21:59.649469,49.318874,135,25039.46066765897,"{""fold_scores"": {""1"": 0.1594623625278473, ""2"": 0.13610482215881348, ""3"": 0.1329658180475235, ""4"": 0.137853741645813, ""5"": 0.24663013219833374, ""6"": 0.13233599066734314}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.225473403930664}"
28,COMPLETE,0.157373689115,2026-06-03T17:21:59.666175,2026-06-03T17:22:48.846281,49.180106,105,30467.49826855908,"{""fold_scores"": {""1"": 0.15931960940361023, ""2"": 0.1359981745481491, ""3"": 0.13267284631729126, ""4"": 0.13766124844551086, ""5"": 0.2465149611234665, ""6"": 0.13207529485225677}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.08138179779053}"
29,PRUNED,0.160429334641,2026-06-03T17:22:48.862541,2026-06-03T17:23:29.797915,40.935374,65,86082.05401475917,"{""fold_scores"": {""1"": 0.15739001333713531, ""2"": 0.13622887432575226, ""3"": 0.12948937714099884, ""4"": 0.135819211602211, ""5"": 0.24321919679641724}, ""pruned_after_fold"": 5}"
30,PRUNED,0.160943105817,2026-06-03T17:23:29.813180,2026-06-03T17:24:10.711555,40.898375,140,20.4158786775612,"{""fold_scores"": {""1"": 0.1547723412513733, ""2"": 0.13138508796691895, ""3"": 0.13034474849700928, ""4"": 0.13976435363292694, ""5"": 0.24844899773597717}, ""pruned_after_fold"": 5}"
31,COMPLETE,0.157669919233,2026-06-03T17:24:10.724966,2026-06-03T17:24:59.865971,49.141005,175,17448.89612654723,"{""fold_scores"": {""1"": 0.15938961505889893, ""2"": 0.13553449511528015, ""3"": 0.1332370936870575, ""4"": 0.13773544132709503, ""5"": 0.24746999144554138, ""6"": 0.1326528787612915}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.04887270927429}"
32,COMPLETE,0.157559725145,2026-06-03T17:24:59.886269,2026-06-03T17:25:49.047621,49.161352,175,19281.39937819639,"{""fold_scores"": {""1"": 0.1593327820301056, ""2"": 0.1356774866580963, ""3"": 0.13305893540382385, ""4"": 0.13770610094070435, ""5"": 0.24703174829483032, ""6"": 0.13255129754543304}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.067166566848755}"
33,PRUNED,0.161347460747,2026-06-03T17:25:49.063013,2026-06-03T17:26:30.042077,40.979064,170,1866.8434609153649,"{""fold_scores"": {""1"": 0.1560254544019699, ""2"": 0.13297268748283386, ""3"": 0.13214752078056335, ""4"": 0.13789786398410797, ""5"": 0.24769377708435059}, ""pruned_after_fold"": 5}"
34,COMPLETE,0.157636759182,2026-06-03T17:26:30.056631,2026-06-03T17:27:19.228479,49.171848,195,17789.429807474502,"{""fold_scores"": {""1"": 0.15941841900348663, ""2"": 0.135484516620636, ""3"": 0.13324278593063354, ""4"": 0.13774891197681427, ""5"": 0.24731040000915527, ""6"": 0.13261552155017853}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.07492446899414}"
35,PRUNED,0.160931187868,2026-06-03T17:27:19.245172,2026-06-03T17:28:00.183127,40.937955,185,481.47374345541795,"{""fold_scores"": {""1"": 0.15528100728988647, ""2"": 0.1321341097354889, ""3"": 0.13157470524311066, ""4"": 0.13793884217739105, ""5"": 0.24772727489471436}, ""pruned_after_fold"": 5}"
36,PRUNED,0.161828455329,2026-06-03T17:28:00.200182,2026-06-03T17:28:41.224706,41.024524,200,3477.1494747187867,"{""fold_scores"": {""1"": 0.15692900121212006, ""2"": 0.13367551565170288, ""3"": 0.13282281160354614, ""4"": 0.1377832144498825, ""5"": 0.24793173372745514}, ""pruned_after_fold"": 5}"
37,COMPLETE,0.157745632033,2026-06-03T17:28:41.239695,2026-06-03T17:29:30.457450,49.217755,185,13293.602056819453,"{""fold_scores"": {""1"": 0.15917183458805084, ""2"": 0.1351797878742218, ""3"": 0.13329805433750153, ""4"": 0.13810347020626068, ""5"": 0.2479884922504425, ""6"": 0.13273215293884277}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.125624656677246}"
38,PRUNED,0.160872033238,2026-06-03T17:29:30.477544,2026-06-03T17:30:11.466672,40.989128,185,61.54720518014203,"{""fold_scores"": {""1"": 0.1545213758945465, ""2"": 0.13155129551887512, ""3"": 0.13083462417125702, ""4"": 0.13944776356220245, ""5"": 0.24800510704517365}, ""pruned_after_fold"": 5}"
39,PRUNED,0.160903409123,2026-06-03T17:30:11.481918,2026-06-03T17:30:52.381910,40.899992,190,0.610097835905263,"{""fold_scores"": {""1"": 0.15565837919712067, ""2"": 0.1304263174533844, ""3"": 0.1295127272605896, ""4"": 0.13989846408367157, ""5"": 0.24902115762233734}, ""pruned_after_fold"": 5}"
40,PRUNED,0.161675107479,2026-06-03T17:30:52.398638,2026-06-03T17:31:33.294150,40.895512,170,2682.800257602286,"{""fold_scores"": {""1"": 0.15656781196594238, ""2"": 0.13346485793590546, ""3"": 0.1326371431350708, ""4"": 0.13790926337242126, ""5"": 0.2477964609861374}, ""pruned_after_fold"": 5}"
41,COMPLETE,0.157749200861,2026-06-03T17:31:33.309563,2026-06-03T17:32:22.506295,49.196732,170,13308.548125031773,"{""fold_scores"": {""1"": 0.15917378664016724, ""2"": 0.1351834088563919, ""3"": 0.13330289721488953, ""4"": 0.13810378313064575, ""5"": 0.24799519777297974, ""6"": 0.13273613154888153}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.09827470779419}"
42,COMPLETE,0.157668900987,2026-06-03T17:32:22.526687,2026-06-03T17:33:11.861957,49.33527,200,12427.850149902977,"{""fold_scores"": {""1"": 0.15911665558815002, ""2"": 0.13503575325012207, ""3"": 0.13327307999134064, ""4"": 0.13796542584896088, ""5"": 0.2478293925523758, ""6"": 0.1327930986881256}, ""objective_metric"": ""median_r"", ""trial_seconds"": 49.22689771652222}"
