number,state,value,datetime_start,datetime_complete,duration_seconds,param_alignment.n_components,param_encoding.ridge_alpha,user_attrs_json
37,PRUNED,0.14758464098,2026-03-04T13:16:45.353083,2026-03-04T13:17:52.023847,66.670764,50,35.43567059599894,"{""fold_scores"": {""1"": 0.1454397290945053, ""2"": 0.11839960515499115, ""3"": 0.12190786004066467, ""4"": 0.12756173312664032, ""5"": 0.22461427748203278}, ""pruned_after_fold"": 5}"
38,PRUNED,0.147785720229,2026-03-04T13:17:52.040355,2026-03-04T13:18:58.650532,66.610177,170,1.4716401311693246,"{""fold_scores"": {""1"": 0.14704929292201996, ""2"": 0.1174388974905014, ""3"": 0.12177853286266327, ""4"": 0.12777596712112427, ""5"": 0.22488591074943542}, ""pruned_after_fold"": 5}"
39,PRUNED,0.148188516498,2026-03-04T13:18:58.665873,2026-03-04T13:20:05.214750,66.548877,85,420.91530817962723,"{""fold_scores"": {""1"": 0.14609482884407043, ""2"": 0.11975966393947601, ""3"": 0.12252309918403625, ""4"": 0.12668783962726593, ""5"": 0.22587715089321136}, ""pruned_after_fold"": 5}"
40,COMPLETE,0.154829586546,2026-03-04T13:20:05.229819,2026-03-04T13:21:25.690107,80.460288,135,35467.60281925306,"{""fold_scores"": {""1"": 0.1582813262939453, ""2"": 0.13079681992530823, ""3"": 0.13064801692962646, ""4"": 0.13424646854400635, ""5"": 0.241096630692482, ""6"": 0.1339082568883896}, ""objective_metric"": ""median_r"", ""trial_seconds"": 80.36574625968933}"
41,PRUNED,0.156319829822,2026-03-04T13:21:25.705654,2026-03-04T13:22:32.963447,67.257793,30,7953.392786333159,"{""fold_scores"": {""1"": 0.15683794021606445, ""2"": 0.13039252161979675, ""3"": 0.12843844294548035, ""4"": 0.13077659904956818, ""5"": 0.23515364527702332}, ""pruned_after_fold"": 5}"
42,COMPLETE,0.156550730268,2026-03-04T13:22:32.979177,2026-03-04T13:23:52.525288,79.546111,25,44408.846540271734,"{""fold_scores"": {""1"": 0.15881401300430298, ""2"": 0.136602520942688, ""3"": 0.1332598626613617, ""4"": 0.13237689435482025, ""5"": 0.24591463804244995, ""6"": 0.13233645260334015}, ""objective_metric"": ""median_r"", ""trial_seconds"": 79.45344543457031}"
43,PRUNED,0.156727194786,2026-03-04T13:23:52.543520,2026-03-04T13:24:58.457074,65.913554,20,45792.65556925838,"{""fold_scores"": {""1"": 0.15426373481750488, ""2"": 0.1307675838470459, ""3"": 0.12807312607765198, ""4"": 0.13012869656085968, ""5"": 0.24040283262729645}, ""pruned_after_fold"": 5}"
44,PRUNED,0.155557149649,2026-03-04T13:24:58.474459,2026-03-04T13:26:06.029751,67.555292,45,10648.085709305995,"{""fold_scores"": {""1"": 0.1543252170085907, ""2"": 0.12730498611927032, ""3"": 0.12796007096767426, ""4"": 0.13184957206249237, ""5"": 0.23634590208530426}, ""pruned_after_fold"": 5}"
45,COMPLETE,0.154712468386,2026-03-04T13:26:06.045657,2026-03-04T13:27:27.411608,81.365951,55,99664.14533823988,"{""fold_scores"": {""1"": 0.15778473019599915, ""2"": 0.13251900672912598, ""3"": 0.13006386160850525, ""4"": 0.13439278304576874, ""5"": 0.24054613709449768, ""6"": 0.13296829164028168}, ""objective_metric"": ""median_r"", ""trial_seconds"": 81.26891255378723}"
46,PRUNED,0.145283423364,2026-03-04T13:27:27.427906,2026-03-04T13:28:34.085258,66.657352,20,0.08086115837096229,"{""fold_scores"": {""1"": 0.14328458905220032, ""2"": 0.11637359112501144, ""3"": 0.11918960511684418, ""4"": 0.12179327011108398, ""5"": 0.2257760614156723}, ""pruned_after_fold"": 5}"
47,COMPLETE,0.155043125153,2026-03-04T13:28:34.101080,2026-03-04T13:29:55.980010,81.87893,100,45303.075600743134,"{""fold_scores"": {""1"": 0.1584324836730957, ""2"": 0.13146889209747314, ""3"": 0.13053476810455322, ""4"": 0.1345449984073639, ""5"": 0.24152207374572754, ""6"": 0.13375553488731384}, ""objective_metric"": ""median_r"", ""trial_seconds"": 81.78045678138733}"
48,PRUNED,0.15329863131,2026-03-04T13:29:55.994636,2026-03-04T13:31:04.252111,68.257475,125,5413.418884659329,"{""fold_scores"": {""1"": 0.15195880830287933, ""2"": 0.12456069886684418, ""3"": 0.1264793574810028, ""4"": 0.13047455251216888, ""5"": 0.23301973938941956}, ""pruned_after_fold"": 5}"
49,COMPLETE,0.154526593784,2026-03-04T13:31:04.267310,2026-03-04T13:32:25.897918,81.630608,30,16585.403729107515,"{""fold_scores"": {""1"": 0.15988826751708984, ""2"": 0.1328507959842682, ""3"": 0.13057199120521545, ""4"": 0.13282877206802368, ""5"": 0.23958587646484375, ""6"": 0.1314338594675064}, ""objective_metric"": ""median_r"", ""trial_seconds"": 81.53821063041687}"
50,PRUNED,0.147754794359,2026-03-04T13:32:25.915189,2026-03-04T13:33:33.904999,67.98981,195,6.2382465951634565,"{""fold_scores"": {""1"": 0.1462247520685196, ""2"": 0.11768646538257599, ""3"": 0.12195570766925812, ""4"": 0.12792950868606567, ""5"": 0.2249775379896164}, ""pruned_after_fold"": 5}"
51,COMPLETE,0.156048153838,2026-03-04T13:33:33.920535,2026-03-04T13:34:55.536561,81.616026,30,32032.600860036193,"{""fold_scores"": {""1"": 0.16114911437034607, ""2"": 0.13562020659446716, ""3"": 0.13201065361499786, ""4"": 0.1337738186120987, ""5"": 0.24134461581707, ""6"": 0.13239051401615143}, ""objective_metric"": ""median_r"", ""trial_seconds"": 81.52146291732788}"
52,COMPLETE,0.155040753384,2026-03-04T13:34:55.551597,2026-03-04T13:36:17.088461,81.536864,40,44961.84440760409,"{""fold_scores"": {""1"": 0.15844690799713135, ""2"": 0.13139648735523224, ""3"": 0.1305312216281891, ""4"": 0.13461914658546448, ""5"": 0.24151283502578735, ""6"": 0.13373792171478271}, ""objective_metric"": ""median_r"", ""trial_seconds"": 81.43962788581848}"
53,COMPLETE,0.154343485832,2026-03-04T13:36:17.105365,2026-03-04T13:37:38.029201,80.923836,25,16499.18376386043,"{""fold_scores"": {""1"": 0.1557372510433197, ""2"": 0.13249850273132324, ""3"": 0.1317458152770996, ""4"": 0.13043352961540222, ""5"": 0.2436390370130539, ""6"": 0.13200677931308746}, ""objective_metric"": ""median_r"", ""trial_seconds"": 80.8306827545166}"
54,COMPLETE,0.156758149465,2026-03-04T13:37:38.043846,2026-03-04T13:38:58.948380,80.904534,25,49812.540849690224,"{""fold_scores"": {""1"": 0.1589222103357315, ""2"": 0.13710945844650269, ""3"": 0.1333705186843872, ""4"": 0.13280318677425385, ""5"": 0.24604356288909912, ""6"": 0.13229995965957642}, ""objective_metric"": ""median_r"", ""trial_seconds"": 80.81230974197388}"
55,PRUNED,0.156849694252,2026-03-04T13:38:58.970291,2026-03-04T13:40:05.721527,66.751236,20,56026.74021736652,"{""fold_scores"": {""1"": 0.15419894456863403, ""2"": 0.131400004029274, ""3"": 0.12776610255241394, ""4"": 0.1303347647190094, ""5"": 0.24054865539073944}, ""pruned_after_fold"": 5}"
56,PRUNED,0.154405817389,2026-03-04T13:40:05.739883,2026-03-04T13:41:13.816773,68.07689,40,7518.0909780652,"{""fold_scores"": {""1"": 0.15291237831115723, ""2"": 0.12599210441112518, ""3"": 0.12734687328338623, ""4"": 0.1311684101819992, ""5"": 0.23460932075977325}, ""pruned_after_fold"": 5}"
57,COMPLETE,0.154721135894,2026-03-04T13:41:13.833768,2026-03-04T13:42:33.709000,79.875232,55,98910.269917823,"{""fold_scores"": {""1"": 0.15783365070819855, ""2"": 0.13256171345710754, ""3"": 0.13010954856872559, ""4"": 0.13439542055130005, ""5"": 0.24053426086902618, ""6"": 0.13289222121238708}, ""objective_metric"": ""median_r"", ""trial_seconds"": 79.77813696861267}"
58,PRUNED,0.153291454911,2026-03-04T13:42:33.725836,2026-03-04T13:43:38.806305,65.080469,25,3640.7160872993923,"{""fold_scores"": {""1"": 0.1495710164308548, ""2"": 0.12653852999210358, ""3"": 0.12770184874534607, ""4"": 0.12630285322666168, ""5"": 0.23634302616119385}, ""pruned_after_fold"": 5}"
59,PRUNED,0.156886959076,2026-03-04T13:43:38.823090,2026-03-04T13:44:44.514769,65.691679,35,15596.33727742419,"{""fold_scores"": {""1"": 0.15608978271484375, ""2"": 0.1282949447631836, ""3"": 0.1289515644311905, ""4"": 0.13305866718292236, ""5"": 0.23803983628749847}, ""pruned_after_fold"": 5}"
60,COMPLETE,0.155180928608,2026-03-04T13:44:44.530443,2026-03-04T13:46:03.447817,78.917374,45,57897.416608425665,"{""fold_scores"": {""1"": 0.15830227732658386, ""2"": 0.1315460205078125, ""3"": 0.1309206187725067, ""4"": 0.13496489822864532, ""5"": 0.24170595407485962, ""6"": 0.13364580273628235}, ""objective_metric"": ""median_r"", ""trial_seconds"": 78.82121157646179}"
